filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
10(1)_m4a_010_1_begin_6.535_end_6.8500000000000005.wav,0.53451407,0.000417296,1084.879457,1564.91884,2247.912598,0.039027623,-718.0968628,168.4337006,-16.31476974,48.13225555,-22.64253807,29.36870384,-11.41217518,14.78628349,-1.152090907,3.952000141,5.724088192,-6.514494896,5.235970497,-10.18348503,2.796930552,-11.89500332,2.762854099,-2.444317579,-1.076683402,-1.21719861,2
10(1)_m4a_010_begin_6.055_end_6.535.wav,0.611346066,0.000509929,2131.971084,1907.006144,4414.306641,0.142043341,-631.4616089,145.7039337,-55.59227753,80.12458801,-53.68427277,33.07215881,-14.66223335,15.99477005,-0.432477802,7.830570221,10.01177788,-21.15703773,21.72480774,-14.12576866,-0.902643859,-8.657479286,1.911366582,0.482339233,-10.25856113,4.56811285,2
10(1)_m4a_011_begin_6.8500000000000005_end_7.585000000000001.wav,0.58880651,0.000740678,2578.330317,1997.776944,5063.667297,0.187225342,-588.0480957,129.3927917,-71.50527954,98.49528503,-52.20610809,44.42470551,-23.01961517,14.24123287,-3.533597231,-0.418694586,10.04579926,-31.01067924,19.33374786,-6.374839783,11.08955956,-9.791639328,-6.355279922,-3.085066795,-11.01054478,2.890706062,2
10(1)_m4a_012_begin_7.585000000000001_end_8.290000000000001.wav,0.609642208,0.000535078,1934.889166,1822.186174,3947.175057,0.12077873,-657.5089722,144.7605591,-42.99649811,78.22368622,-39.28271484,38.63492966,-11.32477283,15.92447472,-0.874948144,1.844405413,6.325256824,-18.84268761,16.80839348,-8.966898918,4.892333031,-7.928239822,-1.598338008,-2.459933519,-8.955462456,-0.054704234,2
10(1)_m4a_013_begin_8.290000000000001_end_9.145000000000001.wav,0.576673687,0.000490527,994.3322274,1435.280659,1944.099055,0.036647487,-705.1715698,173.357666,-14.34250927,43.53852463,-19.81714249,25.26411057,-9.960513115,11.17924881,0.427257538,4.896490097,7.37253809,-6.300789356,4.011580944,-7.70613575,6.339113712,-6.35896349,-0.556833923,-8.854744911,-5.471852303,-1.88257432,2
10(2)_m4a_000_begin_0_end_0.075.wav,0.502395988,0.001620371,1955.430376,2131.313228,4357.781982,0.055175781,-580.5234375,114.0305786,-26.33983994,92.72496033,-23.32786179,23.16330338,2.052432537,25.82118607,1.742166996,5.4834342,17.23507118,-18.00309372,24.81548691,-1.289943218,3.526174545,5.392537117,-6.034918785,7.494202137,-10.83826351,-1.414938331,2
10(2)_m4a_002_begin_0.075_end_0.21000000000000002.wav,0.585655212,0.002990505,1050.03184,1663.903397,2763.427734,0.021158854,-601.2126465,142.6773529,-16.9672718,82.72270966,-4.936627865,31.05400658,7.402107716,23.07914162,3.70483017,3.681578398,11.4622221,-19.53689766,17.8937664,-4.686593056,1.791391253,2.885634184,-6.278203964,0.741128981,-9.730837822,5.340951443,2
10(2)_m4a_004_begin_0.21000000000000002_end_0.525.wav,0.618340075,0.002253389,1257.932595,1762.409686,3145.385742,0.048653739,-591.4373779,142.5535889,-24.97755623,82.96044922,-14.0572052,20.25567245,1.413257003,25.75177574,8.011050224,7.035077095,18.76766396,-14.240798,12.51992512,-5.006702423,4.631060123,-0.081610009,-5.504606724,4.248495102,-7.364827156,0.96667999,2
10_mp3_000_begin_0_end_0.255.wav,0.369828671,0.012011564,1475.002767,1598.902962,3200.61701,0.049760298,-371.4856262,155.0342865,-58.30313873,57.42907715,-15.66161156,19.57455635,11.4361763,7.071963787,-0.681349039,16.7455883,15.17914677,-0.094661541,-4.731217861,-0.691940844,-7.939799309,-20.81038094,5.738805771,-13.11583614,9.164803505,0.843570173,1
10_mp3_001_begin_0.255_end_0.72.wav,0.510242879,0.007499935,2012.172195,1623.328295,3547.338867,0.135556176,-367.2923279,139.40979,-86.51915741,68.45374298,-22.13137817,29.69304276,-0.729885101,11.64717102,-7.917914867,17.79227066,15.08342075,-1.33981514,-2.74896121,-1.07989347,-0.631646752,-21.56509209,11.23793221,-14.24869347,13.81580162,0.408989489,1
10_mp3_002_begin_0.72_end_1.095.wav,0.416683793,0.009604658,1870.654087,1574.561449,3524.478688,0.106330423,-352.1764526,150.4886475,-86.99406433,64.16112518,-29.05833054,24.87387848,4.077027321,8.810222626,0.712664485,14.00901413,9.933239937,-5.951254368,-3.764019012,-1.088589072,2.794201374,-13.86918449,7.565619946,-12.95164013,9.9901371,0.483307719,1
10_mp3_003_begin_1.095_end_1.785.wav,0.433342904,0.007685793,2566.646855,1581.601207,4011.635742,0.224397786,-366.8103638,120.0103683,-114.4527588,97.27472687,-31.28781128,51.55912781,-14.62998962,13.87311459,-10.73057079,20.6745739,6.699996471,-10.1318121,20.83163452,-5.735025406,0.134993047,-11.04525375,16.4115963,-12.78376865,13.7229948,3.98622036,1
10_mp3_004_begin_1.785_end_1.9949999999999999.wav,0.287050873,0.011212616,1905.149995,1557.00261,3413.012695,0.099365234,-335.9785767,137.5936584,-93.97079468,44.29544067,-28.7416954,28.93810081,-13.21675682,11.33584976,-5.835862637,21.08551598,9.177415848,-3.803937197,18.75724602,-3.641834259,6.100935936,-11.49847603,3.660083055,-16.60235214,-4.943945885,-6.785684109,1
10_mp3_005_1_begin_2.6999999999999997_end_2.82.wav,0.563712299,0.007939866,1996.49088,1799.249548,4075.158691,0.092285156,-346.3273926,149.9918518,-75.89897919,73.68243408,-44.11288834,34.23659134,-20.76053429,20.58395576,-1.18168366,11.65908527,4.381288528,-10.1671629,-2.740720034,-8.632060051,6.6492486,-18.73043251,15.86004925,-10.3961134,10.02315331,2.766582251,1
10_mp3_005_begin_1.9949999999999999_end_2.6999999999999997.wav,0.653846264,0.006889186,1953.772118,1682.047187,3799.568422,0.126685358,-364.8356018,156.3057709,-84.95393372,72.817276,-37.31344604,41.3976059,-13.87314701,18.27655029,-7.162100792,8.372790337,4.573298454,-3.75218153,2.23389101,-11.3549118,8.005989075,-20.00985146,14.61467648,-13.44344234,8.25305748,4.75612402,1
10_mp3_006_1_begin_3.09_end_3.735.wav,0.416141093,0.008126508,1905.229017,1762.317492,3783.691406,0.095929827,-370.6349182,146.140152,-73.22485352,74.18660736,-32.1207962,35.17636871,-0.783685505,20.7300396,-5.081702709,15.68321896,6.437561989,-3.812888622,-0.388233721,-8.138577461,4.641308784,-24.41639137,11.09630299,-18.00359154,9.365812302,2.597480536,1
10_mp3_006_2_begin_3.735_end_4.71.wav,0.488804638,0.009548483,2460.742783,1543.377501,3879.56543,0.209728423,-344.4973145,127.637558,-122.951767,90.13101196,-34.51398468,49.17471695,-21.52397346,18.81768227,-7.668286324,18.64644432,0.748165488,-6.558357716,19.49433136,-9.911709785,5.431389809,-10.93534374,16.08600235,-12.28398514,15.19106579,0.770390272,1
10_mp3_006_begin_2.82_end_3.09.wav,0.40642488,0.007762739,1762.371947,1703.113148,3574.511719,0.064412435,-388.1079102,151.3612671,-69.62133026,75.29593658,-29.79069519,31.06893158,1.180018425,18.59294319,-1.727307796,13.78786469,8.606816292,-3.765532494,-1.070016146,-6.963354588,1.150006652,-23.29243469,12.03685856,-12.17825031,8.767209053,3.152907133,1
11_m4a_000_begin_0_end_1.2.wav,0.625363648,0.044891901,2764.099626,2451.987846,6143.795542,0.201594426,-186.9460449,140.5840759,-44.02867126,61.35025406,-77.91477203,58.60057831,-50.83459091,39.31355286,-0.608025134,1.443418741,3.002898693,-12.30496693,1.109878063,-28.37491989,11.35955715,-32.88697815,7.059789658,-13.38142204,-6.183080196,-7.53813076,2
11_m4a_001_begin_1.2_end_2.535.wav,0.589982212,0.035817735,3070.670967,2520.490887,6330.204826,0.235157934,-206.5977936,132.7541656,-40.86393356,64.83469391,-79.37005615,62.95301819,-52.98885345,43.94660187,-4.343047619,2.18289423,-0.308803022,-13.04333687,2.401336908,-29.15242004,12.01378822,-31.10288048,7.304234982,-11.30750275,-1.361320972,-9.129598618,2
11_m4a_002_begin_2.535_end_3.8550000000000004.wav,0.598354816,0.047843803,2925.979707,2511.215193,6305.639648,0.221859581,-179.8579865,135.579483,-38.47895813,59.51606369,-80.58068848,58.07031631,-52.94065857,41.63741302,-4.836996078,4.293479919,0.479343712,-11.77902412,1.311804175,-28.8309021,11.24234104,-32.09487915,7.605462551,-13.09853935,-3.100731611,-9.746935844,2
11_m4a_003_begin_3.8550000000000004_end_5.16.wav,0.59063834,0.041255888,2839.307509,2480.440797,6244.251131,0.205412212,-194.4478607,139.1515961,-42.87614059,59.19065094,-80.37530518,57.85830307,-52.70348358,42.50784302,-2.205198526,4.595422268,0.48645395,-11.95874786,2.122320652,-27.06223679,13.22749901,-32.19555664,7.274483681,-12.62774658,-3.805192709,-9.144116402,2
11_m4a_004_begin_5.16_end_6.375.wav,0.61921221,0.034562137,2949.812842,2481.41694,6306.181364,0.218961896,-207.5363922,139.4978027,-49.19232178,63.58465195,-81.08493042,64.58885193,-51.4405365,44.64406967,-2.115025997,4.816688538,1.908746958,-12.20074558,3.032459736,-27.11821747,14.23543644,-31.94583511,10.03107166,-13.13132572,-2.392956257,-7.800887585,2
11_m4a_005_begin_6.375_end_7.425.wav,0.613538563,0.03359127,2924.97737,2441.1375,6231.521739,0.219493037,-206.6128387,134.2233429,-48.57302475,60.09407425,-80.50418091,55.42144012,-51.67106247,42.52807999,-0.434754074,4.426865101,3.151968479,-11.19669342,-0.720320821,-25.46148872,12.26088142,-33.41850662,9.829571724,-12.74659443,-3.475496769,-9.02107811,2
11_m4a_006_begin_7.425_end_8.594999999999999.wav,0.623159051,0.032922633,2971.492237,2420.664187,6161.451631,0.227615656,-208.7285004,134.9589081,-53.17143631,66.98140717,-80.93720245,57.93251801,-51.53915787,41.35985947,-0.140710071,0.469516844,4.981962681,-12.81996632,0.91445744,-25.1872673,12.28749752,-32.19445419,10.67174244,-13.78818417,-5.209970474,-7.022195816,2
11_m4a_007_begin_8.594999999999999_end_9.87.wav,0.606908441,0.037601244,2833.24062,2389.623515,5912.234553,0.209659091,-196.3151855,131.3189697,-45.55975342,62.20769119,-75.11039734,53.60392761,-46.32106781,38.2871666,0.825425148,0.400907308,3.06732893,-12.83972359,-2.410845757,-22.92449379,9.220887184,-31.13588142,8.896697044,-13.52344513,-3.584314823,-7.595946789,2
11_m4a_008_begin_9.87_end_11.004999999999999.wav,0.595266581,0.027863963,2828.698494,2405.410232,5909.545898,0.196039939,-231.9124756,134.9706879,-44.77185822,72.4162674,-77.17479706,57.01836014,-48.70280457,43.05932999,0.413613558,1.675370097,8.45556736,-13.14049149,-0.841179192,-24.00069427,9.446918488,-30.83711624,7.674510002,-14.00555038,-6.955457211,-7.569169521,2
11_m4a_009_begin_11.004999999999999_end_12.19.wav,0.611563087,0.031642415,2600.438377,2300.423146,5588.901461,0.176710862,-218.4610291,139.2883301,-48.06319046,67.57798004,-78.73318481,52.01006699,-45.69457245,40.49621582,1.537627101,0.846868455,5.469109058,-12.11437511,-1.222476482,-20.5273056,8.031456947,-31.76424408,8.487214088,-13.91670799,-6.619163036,-5.336272717,2
12_mp4_000_10_begin_50.955_end_51.69.wav,0.462386847,0.002320893,3893.807184,2220.335039,6232.516479,0.333374023,-499.4960327,57.86332321,-62.85243988,101.6755066,-31.29948807,86.44164276,-32.23937988,30.96756744,-12.54331875,3.063141108,3.555056572,-15.31084251,16.90717888,-18.28123665,17.03331757,-12.68406487,6.850494385,-7.01500988,-3.007106304,-5.004754066,2
12_mp4_000_1_begin_3.315_end_7.65.wav,0.560477972,0.002096414,1854.709116,1846.662016,3644.999313,0.095901489,-604.9829712,121.3748169,6.077775955,110.5645218,-10.83444881,39.94966507,-31.45780373,10.77305412,-12.92247009,-0.757867515,9.636449814,-10.64242363,20.22173309,-6.213551521,-2.183807135,-11.60642242,-1.661381721,-8.094808578,0.570982218,0.264571428,2
12_mp4_000_2_begin_7.65_end_12.195.wav,0.53702563,0.001982426,1464.998504,1791.399132,3339.688426,0.065177128,-641.4248657,127.3818283,18.6763134,104.9415741,-8.25453949,45.91103363,-21.87419891,13.25685978,-9.259419441,-3.686482906,6.770636559,-15.94963932,11.59455395,-8.634444237,-0.434982419,-9.977149963,-2.55154562,-8.443881989,-0.758595705,1.36814034,2
12_mp4_000_3_begin_12.195_end_21.915.wav,0.538921773,0.002099334,2566.081521,2275.329346,5249.615479,0.150219727,-553.5817871,104.742218,-11.48331261,103.9224396,-25.95464706,51.83180237,-34.92230225,19.21969795,-15.3399725,1.691329837,9.498977661,-15.027215,17.60643196,-12.87087727,5.665622234,-11.62060738,1.499091625,-7.051568985,0.419116408,0.600735426,2
12_mp4_000_4_begin_21.915_end_28.755.wav,0.630048215,0.002467122,2109.913111,2065.977349,4567.910156,0.12639974,-540.6119995,128.8054199,-15.4880352,93.54918671,-25.86006927,47.66050339,-45.03268814,21.98862839,-8.354961395,-2.16091013,7.097082615,-16.66727829,13.08887291,-10.86018753,8.577465057,-11.39355087,1.995510221,-7.889100552,-2.426140785,-0.793958724,2
12_mp4_000_5_begin_28.755_end_35.295.wav,0.561109126,0.002031253,1446.260185,1796.685152,3362.44812,0.068132673,-604.697937,137.8234558,0.993085444,86.26877594,-3.607709885,39.29356003,-34.04892731,15.47211361,-4.558883667,0.533993781,5.601570606,-17.170681,11.30145264,-6.672186852,3.54327774,-10.33738899,2.623759508,-4.451999187,-4.83070612,-1.756596804,2
12_mp4_000_6_begin_35.295_end_36.075.wav,0.553762019,0.002222634,1265.065139,1768.510939,3107.43121,0.04474954,-597.7516479,149.1349487,5.217592239,92.85581207,-16.46726227,31.87711906,-31.01049805,0.073411636,0.128936514,7.012372971,15.65168285,-24.9541626,6.888017178,-6.391775608,0.990098298,-2.325124025,4.184306145,1.164907455,-15.95292568,-5.795804977,2
12_mp4_000_7_begin_36.075_end_42.870000000000005.wav,0.584783077,0.00190181,1335.246437,1685.149473,2967.932336,0.070999404,-621.7196655,149.1685486,4.840514183,84.21386719,-7.843530178,40.14267349,-31.65603828,13.26744747,-3.478033066,-0.318291575,9.652884483,-15.93603611,9.452847481,-4.620783806,4.435156345,-9.278315544,1.334976435,-4.865437031,-5.774456501,0.043915555,2
12_mp4_000_8_begin_42.870000000000005_end_43.935.wav,0.537910879,0.002113306,431.793085,968.4115507,458.2827361,0.014850119,-721.3817749,167.3819427,60.63119507,78.603508,13.04924202,28.48770332,-6.128275871,3.633754969,-7.942277908,-9.078412056,-2.77789712,-7.216695309,6.823854446,-0.290746361,1.720900536,-6.03941679,-0.678192377,-4.059575081,-5.013667107,-5.077566624,2
12_mp4_000_9_begin_43.935_end_50.955.wav,0.587451637,0.002122677,2822.470003,2343.393546,5605.752662,0.177435106,-529.3106079,102.9629974,-25.01652908,102.8240891,-34.17568207,65.85095978,-38.87723541,22.64460373,-13.92340279,-4.052987099,7.41547966,-12.80154419,17.90019798,-12.90548229,10.24253559,-12.4539547,3.863166332,-5.647225857,-2.651090145,-5.001110077,2
12_mp4_000_begin_0_end_3.315.wav,0.56107837,0.002240778,2264.586114,2123.583729,4657.452393,0.137182617,-564.8131714,116.284256,-9.385056496,95.42069244,-21.51394844,60.61800003,-37.23511505,15.82481575,-11.82525635,-3.205806971,6.814792156,-11.10494137,19.910326,-13.77967262,1.266682982,-17.46393776,-2.130958319,-6.134154797,1.53937304,3.940741301,2
12_mp4_002_begin_51.69_end_52.15.wav,0.516569912,0.000989815,4358.437303,1846.092612,6308.151855,0.403076172,-623.6607666,29.94325829,-63.47608185,132.9610291,-42.63173676,88.70825195,-47.36058807,6.266247272,9.515233994,26.59025002,9.77266407,-23.31316185,36.15472794,-11.38266945,12.17437553,-7.115094185,11.68990326,-6.048413277,-5.497810841,8.600174904,2
12_mp4_003_begin_52.15_end_52.46.wav,0.482139945,0.000827943,4632.351801,1757.782451,6270.776367,0.413399833,-646.2886963,8.329452515,-45.77615356,125.3972549,-44.19522095,81.13634491,-48.64544296,14.46880817,4.269574165,25.73165512,-2.665561438,-28.88075066,27.64109993,-4.321694374,13.89978123,-14.17890739,9.055289268,-7.347213745,6.994925499,3.475196362,2
12_mp4_004_begin_52.46_end_52.550000000000004.wav,0.514420986,0.002913607,3667.549406,2319.795548,6177.337646,0.284545898,-443.5176392,95.32817841,-69.77233124,51.33319092,-71.38674927,60.6245079,-46.6435585,33.19510651,-23.12898827,-2.801326752,4.056667805,-17.57670975,16.81114197,-10.5222702,19.44550705,-9.585412025,8.645449638,-3.154967785,2.640223742,0.227376521,2
12_mp4_005_begin_52.550000000000004_end_53.03.wav,0.243880659,0.001326207,4889.046629,1842.03294,6284.106445,0.458054315,-639.9467773,19.23492241,-30.35031891,121.210228,-49.41464996,94.41812134,-31.1030674,29.97452164,-17.60719109,20.75429153,24.48641205,-20.67156029,25.81020164,-12.38132858,11.94521904,-5.252242088,10.94681549,-4.253108978,-2.099784374,0.409362704,2
